0	0	0	0	0	0	0	0	
82504	-2061	82246	-2581	-2194	-1230	-4388238	-1469	
82582	-1883	82351	-2471	-1921	-1319	-4757181	-1475	
82549	-1912	82376	-2417	-1819	-1381	-5093485	-1474	
82554	-1909	82428	-2398	-1822	-1377	-5396511	-1479	
82430	-1899	82358	-2307	-1749	-1461	-5664526	-1499	
82363	-1862	82293	-2379	-1836	-1472	-5897237	-1512	
82276	-1866	82199	-2394	-1924	-1447	-6094844	-1501	
82227	-1882	82193	-2417	-1881	-1462	-6257337	-1486	
84709	-1433	84358	-2064	-1624	-380	-6448233	-1446	
88253	-242	87788	-1162	-801	2495	-6910997	-1409	
85748	-329	85568	-1232	-811	2265	-7317777	-1484	
83021	-1114	82948	-1849	-1320	321	-7460062	-1511	
82109	-1549	82089	-2208	-1678	-962	-7461271	31861	
81932	-1795	81858	-2333	-1790	-1397	-7417986	381815	
81826	-1809	81763	-2322	-1781	-1517	-7311922	1610727	
81448	-1843	81428	-2311	-1856	-1538	-7142083	1894741	
81504	-1914	81424	-2297	-1842	-1522	-6979032	1854589	
81698	-1881	81502	-2358	-1889	-1524	-6811152	1815080	
81726	-1854	81684	-2374	-1834	-1531	-6629609	1782663	
81774	-1824	81689	-2316	-1868	-1534	-6443226	1756516	
81823	-1822	81709	-2398	-1877	-1539	-6265943	1730320	
81804	-1826	81756	-2363	-1844	-1541	-6105592	1702948	
81898	-1374	79269	-1453	-1044	-607	-5823137	1440201	
74657	-2141	68316	874	3555	2208	-4170547	321581	
67343	-2704	64964	-2081	3454	-1465	-2145372	-2282	
66144	-2224	63496	-2577	-1608	-2151	-844992	-2319	
67803	-2213	65260	-2564	-2216	-2146	-116721	-2321	
62836	-2222	60241	-2570	-2221	-2137	-2616	-2319	
68571	-2204	67177	-2582	-2221	-2139	-2207	-2322	
74178	-2209	72994	-2589	-2211	-2152	-2199	-2321	
74314	-2224	73158	-2584	-2215	-2157	-2186	-2324	
77384	-2217	77143	-2551	-2216	-2161	-2185	-2322	
79429	-2209	79383	-2500	-2206	-2123	-2176	-14753	
81374	-2223	81303	-2464	-2212	-2119	-2191	-901836	
81134	-2222	80983	-2463	-2251	-2112	-22682	-2541051	
72044	-8142	72233	-2485	-4735	-5681	-747685	-1263996	
75181	-32057	75171	-1572	-9760	-11482	-2148155	-38392	
79201	-17421	79076	-3424	-7951	-4307	-2982562	-1509	
81058	-3769	80901	-4233	-4553	-1528	-3554887	-1487	
81964	-2496	81806	-3149	-2852	-1316	-4010796	-1476	
82285	-2120	82216	-2681	-2263	-1342	-4416406	-1482	
82421	-1987	82387	-2476	-2000	-1338	-4785123	-1482	
82505	-1901	82408	-2418	-1876	-1431	-5120932	-1472	
82472	-1904	82314	-2407	-1829	-1448	-5424006	-1486	
